,drugname_brand,drugname_generic,anatomical,therapeutic,pharmacologic,chemical,substance,name
3031,DEXAMETHASONE INTENSOL,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE 21-ACETATE
3032,DEXAMETHASONE INTENSOL,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE ISONICOTINATE
3033,DEXAMETHASONE INTENSOL,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE SODIUM HEMISULFATE
3034,DEXAMETHASONE INTENSOL,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE 21-TEBUTATE
3035,DEXAMETHASONE INTENSOL,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE 21-VALERATE
3036,DEXAMETHASONE INTENSOL,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE PHENYLPROPIONATE
3037,DEXAMETHASONE INTENSOL,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE PHOSPHATE
3038,DEXPAK,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE
3039,DEXPAK,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE SODIUM PHOSPHATE
3040,DEXPAK,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE METASULFOBENZOATE SODIUM
3041,DEXPAK,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE PALMITATE
3042,DEXPAK,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE DIPROPIONATE
3043,DEXPAK,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE VALERATE
3044,DEXPAK,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE ACETATE
3045,DEXPAK,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE ACEFURATE
3046,DEXPAK,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE BELOXIL
3047,DEXPAK,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE CIPECILATE
3048,DEXPAK,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE 21-ACETATE
3049,DEXPAK,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE ISONICOTINATE
3050,DEXPAK,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE SODIUM HEMISULFATE
3051,DEXPAK,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE 21-TEBUTATE
3052,DEXPAK,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE 21-VALERATE
3053,DEXPAK,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE PHENYLPROPIONATE
3054,DEXPAK,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE PHOSPHATE
3055,DEXPAK,DEXAMETHASONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE
3056,DEXPAK,DEXAMETHASONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE SODIUM PHOSPHATE
3057,DEXPAK,DEXAMETHASONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE METASULFOBENZOATE SODIUM
3058,DEXPAK,DEXAMETHASONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE PALMITATE
3059,DEXPAK,DEXAMETHASONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE DIPROPIONATE
3060,DEXPAK,DEXAMETHASONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE VALERATE
3061,DEXPAK,DEXAMETHASONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE ACETATE
3062,DEXPAK,DEXAMETHASONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE ACEFURATE
3063,DEXPAK,DEXAMETHASONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE BELOXIL
3064,DEXPAK,DEXAMETHASONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE CIPECILATE
3065,DEXPAK,DEXAMETHASONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE 21-ACETATE
3066,DEXPAK,DEXAMETHASONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE ISONICOTINATE
3067,DEXPAK,DEXAMETHASONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE SODIUM HEMISULFATE
3068,DEXPAK,DEXAMETHASONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE 21-TEBUTATE
3069,DEXPAK,DEXAMETHASONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE 21-VALERATE
3070,DEXPAK,DEXAMETHASONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE PHENYLPROPIONATE
3071,DEXPAK,DEXAMETHASONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE PHOSPHATE
3072,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, MODERATELY POTENT (GROUP II)",DEXAMETHASONE,DEXAMETHASONE
3073,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, MODERATELY POTENT (GROUP II)",DEXAMETHASONE,DEXAMETHASONE SODIUM PHOSPHATE
3074,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, MODERATELY POTENT (GROUP II)",DEXAMETHASONE,DEXAMETHASONE METASULFOBENZOATE SODIUM
3075,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, MODERATELY POTENT (GROUP II)",DEXAMETHASONE,DEXAMETHASONE PALMITATE
3076,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, MODERATELY POTENT (GROUP II)",DEXAMETHASONE,DEXAMETHASONE DIPROPIONATE
3077,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, MODERATELY POTENT (GROUP II)",DEXAMETHASONE,DEXAMETHASONE VALERATE
3078,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, MODERATELY POTENT (GROUP II)",DEXAMETHASONE,DEXAMETHASONE ACETATE
3079,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, MODERATELY POTENT (GROUP II)",DEXAMETHASONE,DEXAMETHASONE ACEFURATE
3080,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, MODERATELY POTENT (GROUP II)",DEXAMETHASONE,DEXAMETHASONE BELOXIL
3081,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, MODERATELY POTENT (GROUP II)",DEXAMETHASONE,DEXAMETHASONE CIPECILATE
3082,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, MODERATELY POTENT (GROUP II)",DEXAMETHASONE,DEXAMETHASONE 21-ACETATE
3083,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, MODERATELY POTENT (GROUP II)",DEXAMETHASONE,DEXAMETHASONE ISONICOTINATE
3084,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, MODERATELY POTENT (GROUP II)",DEXAMETHASONE,DEXAMETHASONE SODIUM HEMISULFATE
3085,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, MODERATELY POTENT (GROUP II)",DEXAMETHASONE,DEXAMETHASONE 21-TEBUTATE
3086,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, MODERATELY POTENT (GROUP II)",DEXAMETHASONE,DEXAMETHASONE 21-VALERATE
3087,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, MODERATELY POTENT (GROUP II)",DEXAMETHASONE,DEXAMETHASONE PHENYLPROPIONATE
3088,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, MODERATELY POTENT (GROUP II)",DEXAMETHASONE,DEXAMETHASONE PHOSPHATE
3089,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, MODERATELY POTENT, OTHER COMBINATIONS",DEXAMETHASONE,DEXAMETHASONE
3090,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, MODERATELY POTENT, OTHER COMBINATIONS",DEXAMETHASONE,DEXAMETHASONE SODIUM PHOSPHATE
3091,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, MODERATELY POTENT, OTHER COMBINATIONS",DEXAMETHASONE,DEXAMETHASONE METASULFOBENZOATE SODIUM
3092,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, MODERATELY POTENT, OTHER COMBINATIONS",DEXAMETHASONE,DEXAMETHASONE PALMITATE
3093,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, MODERATELY POTENT, OTHER COMBINATIONS",DEXAMETHASONE,DEXAMETHASONE DIPROPIONATE
3094,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, MODERATELY POTENT, OTHER COMBINATIONS",DEXAMETHASONE,DEXAMETHASONE VALERATE
3095,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, MODERATELY POTENT, OTHER COMBINATIONS",DEXAMETHASONE,DEXAMETHASONE ACETATE
3096,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, MODERATELY POTENT, OTHER COMBINATIONS",DEXAMETHASONE,DEXAMETHASONE ACEFURATE
3097,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, MODERATELY POTENT, OTHER COMBINATIONS",DEXAMETHASONE,DEXAMETHASONE BELOXIL
3098,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, MODERATELY POTENT, OTHER COMBINATIONS",DEXAMETHASONE,DEXAMETHASONE CIPECILATE
3099,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, MODERATELY POTENT, OTHER COMBINATIONS",DEXAMETHASONE,DEXAMETHASONE 21-ACETATE
3100,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, MODERATELY POTENT, OTHER COMBINATIONS",DEXAMETHASONE,DEXAMETHASONE ISONICOTINATE
3101,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, MODERATELY POTENT, OTHER COMBINATIONS",DEXAMETHASONE,DEXAMETHASONE SODIUM HEMISULFATE
3102,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, MODERATELY POTENT, OTHER COMBINATIONS",DEXAMETHASONE,DEXAMETHASONE 21-TEBUTATE
3103,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, MODERATELY POTENT, OTHER COMBINATIONS",DEXAMETHASONE,DEXAMETHASONE 21-VALERATE
3104,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, MODERATELY POTENT, OTHER COMBINATIONS",DEXAMETHASONE,DEXAMETHASONE PHENYLPROPIONATE
3105,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, MODERATELY POTENT, OTHER COMBINATIONS",DEXAMETHASONE,DEXAMETHASONE PHOSPHATE
3106,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,"CORTICOSTEROIDS, COMBINATIONS FOR TREATMENT OF ACNE",DEXAMETHASONE,DEXAMETHASONE
3107,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,"CORTICOSTEROIDS, COMBINATIONS FOR TREATMENT OF ACNE",DEXAMETHASONE,DEXAMETHASONE SODIUM PHOSPHATE
3108,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,"CORTICOSTEROIDS, COMBINATIONS FOR TREATMENT OF ACNE",DEXAMETHASONE,DEXAMETHASONE METASULFOBENZOATE SODIUM
3109,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,"CORTICOSTEROIDS, COMBINATIONS FOR TREATMENT OF ACNE",DEXAMETHASONE,DEXAMETHASONE PALMITATE
3110,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,"CORTICOSTEROIDS, COMBINATIONS FOR TREATMENT OF ACNE",DEXAMETHASONE,DEXAMETHASONE DIPROPIONATE
3111,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,"CORTICOSTEROIDS, COMBINATIONS FOR TREATMENT OF ACNE",DEXAMETHASONE,DEXAMETHASONE VALERATE
3112,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,"CORTICOSTEROIDS, COMBINATIONS FOR TREATMENT OF ACNE",DEXAMETHASONE,DEXAMETHASONE ACETATE
3113,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,"CORTICOSTEROIDS, COMBINATIONS FOR TREATMENT OF ACNE",DEXAMETHASONE,DEXAMETHASONE ACEFURATE
3114,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,"CORTICOSTEROIDS, COMBINATIONS FOR TREATMENT OF ACNE",DEXAMETHASONE,DEXAMETHASONE BELOXIL
3115,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,"CORTICOSTEROIDS, COMBINATIONS FOR TREATMENT OF ACNE",DEXAMETHASONE,DEXAMETHASONE CIPECILATE
3116,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,"CORTICOSTEROIDS, COMBINATIONS FOR TREATMENT OF ACNE",DEXAMETHASONE,DEXAMETHASONE 21-ACETATE
3117,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,"CORTICOSTEROIDS, COMBINATIONS FOR TREATMENT OF ACNE",DEXAMETHASONE,DEXAMETHASONE ISONICOTINATE
3118,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,"CORTICOSTEROIDS, COMBINATIONS FOR TREATMENT OF ACNE",DEXAMETHASONE,DEXAMETHASONE SODIUM HEMISULFATE
3119,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,"CORTICOSTEROIDS, COMBINATIONS FOR TREATMENT OF ACNE",DEXAMETHASONE,DEXAMETHASONE 21-TEBUTATE
3120,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,"CORTICOSTEROIDS, COMBINATIONS FOR TREATMENT OF ACNE",DEXAMETHASONE,DEXAMETHASONE 21-VALERATE
3121,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,"CORTICOSTEROIDS, COMBINATIONS FOR TREATMENT OF ACNE",DEXAMETHASONE,DEXAMETHASONE PHENYLPROPIONATE
3122,DEXPAK,DEXAMETHASONE,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,"CORTICOSTEROIDS, COMBINATIONS FOR TREATMENT OF ACNE",DEXAMETHASONE,DEXAMETHASONE PHOSPHATE
3123,DEXPAK,DEXAMETHASONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,DEXAMETHASONE,DEXAMETHASONE
3124,DEXPAK,DEXAMETHASONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,DEXAMETHASONE,DEXAMETHASONE SODIUM PHOSPHATE
